,sentiment,content
9516,neg,get ticket pickings lookin slim soo prob
9517,neg,Sorry delay publishing weeks show Some technical difficulties encoding Will asap may Saturday
9518,neutral,Morning Wo mind meet real life Hope like
9519,neutral,helping dad decorate bedroom time 4 shower
9520,pos,hahahaha aww duh lun mor
9521,neg,Sorry mom But great hear dad best forgive SPARKLE
9522,pos,I NEED THIS RIGHT NOW THIS IS ABSOLUTELY minded BLOWING I love So much
9523,neg,Over thought tying shoe could figure
9524,neg,lighters get lost registering way socks lost dryer
9525,pos,Just got VAST show IT KICKED ASS Just mindblowing live ad Sang fave songs Im awe
9526,pos,still track move back albeit 2 3 years However buddy Jen moving FAST track
9527,neg,Scared waiting call
9528,neutral,got cometh armed hair dye cherry ripe cosmo
9529,neg,It makes feel physically sick I read Let The Right One In horrified cat violence Just horrible
9530,neg,Mac users completely given Google Chrome
9531,neutral,twee tweet lol
9532,neg,Granted wo either
9533,pos,brilliant Best tool year
9534,neg,I unhappy I hate It affecting everything My relationships people personality attitude
9535,pos,The website I developing lets also share Videos documents maps events Later music
9536,neutral,totally I waitin somethin new thought provoking name
9537,neutral,Aye Now I want cheesecake
9538,neutral,alone need coffee
9539,neutral,Biology final today Then home prepare psychology
9540,neg,I lost count sorry I let u
9541,neg,Dude butt itches cant scratch cause pal
9542,neg,I crossing fingers hoping copy Sims 2 works last copy totally bit hard
9543,neutral,err turn optimized ass caching deploy thing I hear saying
9544,neg,Oh hubs sick I hope I catch
9545,neg,I want ride bicycle today cold cloudy today
9546,neg,keep coughing guts
9547,pos,lol good times journalism back room everyone else thinks weird
9548,neutral,NO GO ROVE GO THE MCMANUS adam cool tho
9549,pos,Thanks sympathy It bad hour ago I started thinking appointment tomorrow
9550,neutral,wow second tweet entire trip leave 3 days first BLOW UP TOMORROW NIGHT
9551,neg,jealous add I really wish nicole know really tweet
9552,pos,Oh said sellout fluke It turns projector broken I still think film bloody good times tho
9553,neutral,Looking forward android 1 5 pushed go
9554,neg,I Back sorry lot work news
9555,neutral,Less rain sunshine
9556,pos,laughing loud thanks nice meeting aswell looking forward tweetversation
9557,pos,Happy Birthday Snickers I hope best day ever Let go shopping
9558,neg,Woke early Still sick
9559,pos,I love chocolate Must pas
9560,neg,one ever gave info I sad
9561,pos,I really want go see UP haha Too cute happy
9562,neg,jessie gone away 4 weekend I miss already
9563,pos,alright day going well got home potato salad gone
9564,neutral,new episodes hitman reborn yet
9565,neg,aww horrible happy
9566,neg,I worked car plant nobody believes though I repect hard workin folks world
9567,pos,think catch sleep befor go back uni haha goodnight
9568,pos,happy 1 year 3
9569,neg,went bought nail polish ellen
9570,neutral,hungry again madam
9571,neg,still direct message hell I complaining ya 27 u answer ask 5
9572,neg,Geez cool man like villains Too bad
9573,neg,Welcome Glasgow Felix sorry I cant tonight
9574,neg,plain sux kinda like cheers goin air
9575,neg,Oh today sucks
9576,neutral,full nice dinner
9577,pos,Having great chat friend He totally putting mind ease
9578,neutral,Y CANT WE ALL JUST GET ALONG
9579,neg,aww poor leg sends virtual hug
9580,neutral,Someone bought domain planned buying yesterday damn
9581,pos,I REALLY WANT TO GO TO artesian burritos sunday QUEST laughing loud imma die dont
9582,pos,Hope u lovely lunch Mel Your Dad place sounds nice I love polished floorboards
9583,neutral,Hi jonas brothers came argentina la otra vez
9584,pos,hanging roomies I adore 4 gentlemen I live Great people good talk discussing boy issues
9585,pos,wanna go new manta ride wish states
9586,neutral,Is really almost time go back Chico Im excited time going miss home
9587,neutral,There good cholesterol There good tumors
9588,pos,week mine easy finally happy
9589,neg,upset get tickets 3 time FAV artists one venue
9590,neg,My invisibleSHIELD gone yellow pissy colour Do look good
9591,pos,true sad say I glad support group wink
9592,pos,laughing loud I splurge chocolate And I plan splurging little tomorrow
9593,neutral,yawn At hotel Moving tomorrow
9594,pos,Also dense treatment cops Continuation based Interpreter design sick Good
9595,neutral,We wasnt invited yall get together either Then playin security told us quiet
9596,neutral,time go bed get go work
9597,neg,thinks lamb chops would really nice right maybe sushi mom maybe ice lolly cos damn hot
9598,neg,den fell asleep
9599,neutral,working till 5 playing miley cyrus company radio adele
9600,pos,yoga school could better
9601,neutral,ask Hoping today improvement rest week Looking forward weekend weather
9602,neg,My graduation day And feel like failure
9603,neg,Ca seem sleep tonight Its 3 happy I need get less 4 hours
9604,neutral,must Miami cause I able drive car since got back needed oil pump
9605,neg,I lost without laptop And break today Made even worse 2 big bosses siphon showed today
9606,pos,hehe cute pose
9607,pos,I hope everyone great weekend I today I 2 important meetings today
9608,neutral,To I going reply pal HI weekend post I realized top choice work
9609,neg,Burned pinky great way start weekend thats gonna suck anyway
9610,pos,tomorrow mother day sis gonna make onigiri mom gonna kewl cant wait tomorrow
9611,pos,Thanks hun I wearing new goldmine e big false lashes show
9612,pos,hope FAB time Just saw twitpics Love wore THE dress Great pic
9613,neg,Wee laddie SO upset 2 hours Tried soothing bed nursing etc Nope Up 3 happy real food Blue Clues
9614,pos,feeling better breakfast time
9615,neg,At work head hurts little due neck I hate I sleep wrong
9616,neg,cough cough hack hack
9617,pos,thanks retweet poker best card game earth
9618,neg,ouch I hate happens
9619,pos,might seeing god mothers little boy bit Leon cute 33
9620,neg,yeah realized whole notification thing Thought notifying spamming followers
9621,neg,miley gonna quit hannah montana wanna believe
9622,neutral,noo I gettin extra hours today afterwards I gonna see I get marigolds mum happy
9623,pos,Beautiful day Northwest River Park Mother Day movie night Church tomorrow going insane I ca wait
9624,neutral,yea I haha
9625,pos,worries Miss mucho
9626,neg,Sad Statue Liberty completely reopen 2 weeks ny trip
9627,neutral,got home got freakin clean
9628,neg,Once I dealing cancer direct family Bugger Cancel sucks
9629,pos,aching rugby good game
9630,neg,My last full day even day classes I little sad
9631,pos,Happy Star Wars Day
9632,neutral,tip 2 least make sure bottle top securely tightly
9633,neutral,Ooh exciting It new mac day
9634,neg,say dick find hurtful
9635,neutral,I could see quote vote
9636,neutral,going Rye House Speedway
9637,neg,Because everything DEMI loveto
9638,neutral,She must Wookiee
9639,neg,My day computer end Dang I hate allowed computer
9640,neg,For dumb reason dresser sticky top And another reason family history book got attached Now back jacked
9641,pos,twitter fam hop back AIM went ghost lola sorry
9642,pos,learning play sweet child mine guitar says
9643,neutral,Surrealism cute way Louis cotton superheat Monogram Takashi Murakami Music Fantastic Plastic Machine
9644,neg,Im upset cuz everyone agrees
9645,neutral,agree facehunter embarrassing representation compare swedes look like born stylish
9646,neutral,really Ur getting rid That sad
9647,pos,Welcome They beautiful snow leopards
9648,neutral,grandpa called wants know hat plan return
9649,neg,It looks like office DOES get mob Network looks like man NOT televising DET BAL game today winters
9650,pos,halloo barn halloo stay
9651,neg,This Wired article mentioned stats
9652,neg,Yeah I know man
9653,neutral,coming back reston tomorrow
9654,pos,Good Evening Rose
9655,pos,Happy Mother Day mothers mothers My mom getting special gift today
9656,neutral,un cross please I planning buying lambo summer next stop pitsville baby playful eople carrier
9657,pos,gif short week way long
9658,neg,ooh feel sleepy 10 24 dont wanna go school day
9659,neg,HES BACK OH NOES missed Work insane band really taken moment
9660,neg,yack yack resorting silent 2 etc stay within twitter limits good
9661,neg,HUGS aww sorry feeling sad E
9662,neg,three hated words see monday
9663,pos,I use I pace went Leicester main degree though
9664,pos,I know would make really tired put sleep I would sleep good RICE lao
9665,pos,Tat You looks beautiful heck mama business woman Dana
9666,pos,Off bed I go dream world Wal Mart Liquor stores get blown
9667,pos,My phone works Its whack Well good morning Gonna go eat breakfast neil school starts
9668,neg,I saw calling cannot answer I second hour phone convo mom wo stop talking
9669,neg,argh feel good
9670,neg,back garden times feet hurt
9671,neutral,gah forgot separate bins maybe bad idea
9672,pos,Ah veronica pleasure meet I stephen
9673,neutral,I think I killed judging energy attacking see happened spymaster
9674,neutral,following keep updated latest dance scene event
9675,neg,willing give needs happy truly also think needs one soon
9676,neg,I lost follower oh well probably one mute ones anyway
9677,neutral,desperate go venice binnacle
9678,neg,majorspoilers com problems cannot get site working
9679,neg,Have ever realized never fully everything want feelin
9680,pos,de were'd need pal like wink
9681,neg,far I tried kill TWICE 15 mins I outside tripping stupid things I knew I stayed bed
9682,pos,Last day holydays gotta get back work Anyway 2 great weeks
9683,neg,oh god sore shoulder
9684,pos,working ass I completely happy
9685,neutral,I sent e mail
9686,neutral,On way wildman CA towing Lexus
9687,neg,limited web access thought europe lot connected regardless fun never europe
9688,pos,Morning Glad hear happy news
9689,neutral,I ca find Tom Price tweeterwall
9690,neutral,held sea urchin starfish screamed
9691,neutral,rearry rip Youd never guess ate
9692,neutral,oh would def give 2 u kenyatta cam mine sry want pic 2
9693,neg,En el salon Que caliente el blower ouch
9694,neg,He probably bed depends aide today
9695,neg,well MY man truck 900 many miles away
9696,neutral,At park Its raining
9697,pos,yeah I happy moved partying I happy
9698,pos,In Toronto waiting YOU 48 days go
9699,neutral,blast mofo ing past note self must suck badly school
9700,neg,Just got finished watching marley I cried like fucking baby I missing beast like crazy
9701,neutral,Just seen kiosk Central Station Nice job
9702,neutral,ah good deal hope find new music
9703,neutral,2 coins people
9704,neg,oh good luck movie
9705,neg,I miss ARGH
9706,neg,I lost Please help find good home
9707,neutral,Thank much Follow I followed also
9708,pos,I love small adelaide Just ran callum people airport Amazing see though
9709,pos,thrilled prom went well
9710,neg,10 25 Am Still waiting doc come break water
