,sentiment,content
2166,neutral,I never got see print
2167,neutral,I want real keys back
2168,hate,Oui mademoiselle You barely turn around days without bumping one
2169,sadness,watching la rosa de guadalupe damm episode true people make fun people virgins
2170,sadness,I awake Anybody else awake Wish I lived US since fun happens I asleep
2171,love,haha That best Thank god Terry laughing hard I miss I remember racing trucks
2172,hate,I think need define mean clue Wo wide year
2173,surprise,plus look orbs either ghosts need clean mirror
2174,fun,Official whine tweet today Nothing specified
2175,worry,ive burned like ginger kid sun arms red
2176,worry,realize tom fletcher mcfly JUST posted basically thing TWINS
2177,worry,thoughts dwell certain person
2178,relief,soo tired busy tweet im glad weekend yay 4 day weekend
2179,anger,I beginning think sun block hoax
2180,neutral,I finally 1 hour history 3 00 I went highschool 8 00 make homework friend
2181,surprise,Yes Me I ca understand I mean I know Hollywood thing called love
2182,neutral,I got cups gotta come get
2183,love,Wow tigers ROCK Awesome performance
2184,empty,lol I sure would kick azz version ever heard
2185,neutral,Have great day today David May write wonderful masterpieces
2186,neutral,check funny movie
2187,love,great Have wonderful first day
2188,love,sittin bed 2 fall asleep
2189,worry,I work super slow baby far away All around crappy day
2190,fun,Download movie Jackass 3 cool movie
2191,sadness,Want 2 transfer nani trip pictures comp I upload web dna USB set via multimedia 5 pic E playful sit
2192,neutral,All dressed showered clean shaven I nowhere go Friday night
2193,happiness,Barack Obama legend watched dinner speach pretty funny
2194,sadness,Cab slow I probably miss first beer
2195,worry,asks someone pass load neutral wait 2 pesos lang
2196,happiness,A exciting week
2197,happiness,om The ord episode Jonas great They funny I wish I Pizza Girll Lol 3
2198,enthusiasm,It drink trainer brand look
2199,sadness,soo tired cubicle
2200,worry,Son Birthday weekend Taking Mexican meal major game buying spree I miss Lego days
2201,neutral,wolverine bit short waiting cat get dressed York day
2202,worry,error It BACK And I mean headache But bright side one side
2203,neutral,SOMEBODY CHECK THE WEATHER FOR ME kthxbai
2204,happiness,Went friend house watch good old season 1 episodes Supernatural 3 Damn I love show soo fucking much
2205,enthusiasm,On flight headed 2 denver see yall min
2206,love,Aw Tear I feel special da family Haha thanks girls love yal
2207,surprise,awash u stuck traffic book
2208,happiness,It certainly spring Vail Co It raining snowing Does mother nature know mountain closed ski season
2209,neutral,Oops correction Ca seem spell worth darn today
2210,surprise,No twitpic lol
2211,sadness,ugh everything I sending I keep sending Twitter So I forward I suck life
2212,surprise,always excited new chapter life didnt e playful ect emotional
2213,happiness,Good morning Who wants breakfast
2214,worry,need monies school e playful ensive
2215,worry,understand thing wont save photos Defo uggo lol
2216,worry,sunniest week ages exams
2217,happiness,I pondering lunch Shane I think I already hear people whining
2218,love,We saw none ad baddie best
2219,sadness,dont like funerals
2220,neutral,All links broken Did get slapped
2221,sadness,This California sunny But makes kinda sad
2222,worry,I really nervous giving speech wedding tomorrow
2223,love,For every kiss give I give three
2224,worry,Medicine Man Oh Medicine Man Art thou FEELiN FAiNt ca go On lying floor
2225,surprise,new series hills yesterday uk amazing looked really pretty birthday
2226,sadness,Nurofen marijuana usually But I lacking latter currently
2227,relief,thingsmummysaid You need learn wash dishes laundry I wo always She right
2228,worry,great day work kids disappointment roof decal
2229,worry,God I HATE scary movies They I wimpy
2230,happiness,Thanks much following The Muse much gratitude wishes magnificent productive start day
2231,neutral,yeeeah even though suck twittering
2232,love,ooh yay like Love ya
2233,happiness,haha I fail remember sohcahtoa happy
2234,neutral,Thank Chu oh qu oh em oh 1 oh oh ki oh surprise
2235,worry,My work buddy left early today im lonely keep lookin time barely min later last time
2236,worry,Omg granddads day epic lol havent heard anything yet dont think
2237,love,wake sink ships photography exhibition ONLINE please look
2238,love,I one 14 months I think realizes Mother Day tomorrow laughing loud
2239,fun,got car back excited sad going away party I attending tonight Dani going back Brazil
2240,sadness,thinking excited guys move realized sad see go
2241,happiness,live long prosper fu
2242,neutral,Just finished watching Marley Me
2243,surprise,I forgot I already ate lunch I guess I going
2244,surprise,Really Awesome Im mad cuz followers goin Take A Breath
2245,happiness,happy star wars dayyou happy uncle LEE
2246,love,4 follow tweets returned love
2247,happiness,wishing happy monday wonderful start week Make good one
2248,neutral,Bad migraine need go dancing tonight Not good combination
2249,sadness,think working eyes drooping weird drugs dont like cant wait tomorrow though
2250,neutral,ugh ink wanna stop getting texts twitter ilsE
2251,neutral,I rooting Betty
2252,fun,come want pizza
2253,worry,You burned So oh xoxo
2254,surprise,Exactly She becomes completely incapable anything unless helping Too many
2255,neutral,rented bikes unknown trail random bumps big hills kids one beat little girl Not good day family vacation
2256,fun,retarded thing someone could know I like retarded sad
2257,neutral,If I called cell phone would let talk teacher
2258,neutral,You might One accused guys One Sided issue They getting way way hand
2259,love,Hi I uploaded 5 completely new Chinese Lessons wow youtube com ChineseLearn Please feel free watch enjoy
2260,surprise,ok appointment WAS 12pm I still waiting 2 get hair done Wish everyone know meaning time I early 2
2261,worry,long since talked let alone seen makes sad
2262,love,Sounds good Say hi run I always always coffee
2263,surprise,Does think following
2264,happiness,Wearing purple passion op I absolutely love
2265,worry,Sending angry vibes individual blue vehicle hit car ufc parking lot Broad failed leave note
2266,hate,Oh noow youre busy dam I see How long known
2267,surprise,idiom ring bell eh hahaha really thinking food nope actually bathroom teepee
2268,surprise,says good morning everyone Once happy mother day mothers I hope
2269,worry,ack see either weird tweets mentions timeline oh wait new Twitter
2270,worry,Off get ready toms gotta go make sure done anything stupid ill tweet later
2271,happiness,watching supernatural exciting
2272,neutral,wee done advance audit paper
2273,neutral,What focus Sunday game
2274,surprise,You forgot moi two
2275,sadness,got work working night shift hospital 12 day starting get
2276,enthusiasm,cant wait till ur may 22 show u better stop hang newcastle ex
2277,worry,mom princess got pneumonia
2278,neutral,pretty much thanks seeing little Gilbert Sullivan cheer
2279,happiness,way kuya jordan house O sleepover
2280,love,nice assignments night
2281,fun,Come lovely fans Number 14 Local pop Charts Let launch assault number 1 slot wow reverberation com suki
2282,relief,feeling eyes burned fried 10 hours attached screen uploading new summer clothing store wow Chittypulga com
2283,sadness,monday starts friday least I work 4 days week long days
2284,hate,I need blankie trains icebox
2285,sadness,I wish I could I work
2286,worry,omg ID aint come back yet im soo worried best next week il scream lao yeah u choose ur day
2287,neutral,bow sister ready know little fact My oldest sisters husband keeper tho Her much
2288,worry,twit twit twitter trying legally watch movie online happening
2289,worry,plans people cancelled
2290,surprise,I added still awake
2291,worry,pa died find firewire save photos havent backed mac yet
2292,happiness,love new hairdo haha live NY yeah REALLY hott
2293,surprise,oh god tragic
2294,enthusiasm,Ready Eastenders going good one Then last Semi Final FINAL tomorrow night though Exciting stuff
2295,worry,see Craig might hog u guys haha I work till 10 tonight anyways
2296,happiness,Thanks much Alex Best wishes day
2297,neutral,still listening paranoid starting civics homework new JONAS episode
2298,surprise,watching missy elliot video collection sad I told I looked like high school
2299,happiness,Taco Bell With The Tramp Yessir
2300,fun,Cape Town beautiful Sun shining amazing landscape everything easy going
2301,fun,500 updates woo haha
2302,neutral,Brownie sundaes Five Dumpster Blood Bros iTunes Palm Reader closed Fun 371 anyway
2303,worry,good feeling today
2304,worry,poor lost duck outside Olive Garden makes sad
2305,sadness,money honey hehe soon sorry
2306,surprise,gushing dinner Bourbon Branch Zeitgeist surprise party Taylor
2307,love,Psalm 82 6 I said You gods children High Happy Mothers Day Momma
2308,happiness,hi ya demi im glad ur back personally love picture haha
2309,sadness,really sucks I think I might cry I skipped anything important I Comps getting disposable
2310,sadness,I know enough Sotomayor made big boo boo talking making law Does know 3 branches
2311,neutral,URL previous post timer job I removed space messed URL ES
2312,worry,I left mine music think camera anymore
2313,hate,ugh damn usual babysitters graduation Wednesday I got meeting request boss graduation
2314,worry,dont understand malaysian says english tagalong wary
2315,neutral,Is darts party parentals neighbor
2316,sadness,Cant find red lighter reminds Amy
2317,surprise,bec fat food winner fat food weekend ill beat
2318,worry,Ouch back Man I sick
2319,worry,Just leaving rainy forks starting long journey home Rachel ur reading dont worry il send stuff soon get back
2320,worry,I bunged I Hate colds
2321,sadness,Conference call They gave invalid pass code I ca attend
2322,worry,How I manage schedule bills eat money time EVE rent phone within couple days shame
